record_id,store_id,year,month,month_name,quarter,category,subcategory,sales_amount,cost_of_goods,gross_profit,gross_margin_pct,staff_cost,rent_cost,utilities_cost,marketing_cost,other_operating_cost,total_operating_cost,net_profit,net_margin_pct,customer_count,avg_basket_value,total_items_sold,avg_items_per_transaction,inventory_turnover_ratio,customer_satisfaction_score
1671,ST_0014,2024,7,July,Q3,Personal Care,Hair Care,266491.37,192402.24,74089.13,27.8,343975.5,162569.1,5766.3,5806.94,0,34240.66,39848.47,14.95,232,1146,910,3.92,13.41,4.6
1672,ST_0014,2024,7,July,Q3,Home Care,Cleaning Supplies,177660.91,144216.1,33444.81,18.83,218935.2,108379.4,3434.3,6129.9,0,24665.27,8779.54,4.94,187,947,752,4.02,10.04,4.0
1673,ST_0014,2024,7,July,Q3,Electronics,Kitchen Appliances,142128.73,113726.91,28401.82,19.98,154286.88,86703.52,3598.16,4683.9,0,22686.29,5715.53,4.02,39,3611,113,2.92,12.66,4.3
1674,ST_0014,2024,7,July,Q3,Fashion,Clothing,124362.64,56557.26,67805.38,54.52,121413.6,75865.58,2891.77,3090.1,0,20752.49,47052.89,37.84,48,2546,144,3.01,13.6,3.9
1675,ST_0014,2024,8,August,Q3,Groceries,Dal & Pulses,484763.99,425018.8,59745.19,12.32,661607.1,379327.9,14795.2,15249.01,0,72204.68,-12459.49,-2.57,387,1250,1166,3.01,13.45,4.1
1676,ST_0014,2024,8,August,Q3,Fresh Produce,Vegetables,346259.99,254603.09,91656.9,26.47,497442.0,270948.5,12104.25,6425.76,0,50930.48,40726.42,11.76,429,806,1470,3.43,9.0,4.1
1677,ST_0014,2024,8,August,Q3,Personal Care,Bath & Body,207756.0,126642.66,81113.34,39.04,327432.6,162569.1,3659.1,3922.87,0,27318.81,53794.53,25.89,143,1449,500,3.5,9.29,4.3
1678,ST_0014,2024,8,August,Q3,Home Care,Detergents,138504.0,112416.78,26087.22,18.83,226683.6,108379.4,2326.6,4141.49,0,23040.45,3046.77,2.2,84,1638,225,2.69,9.43,4.0
1679,ST_0014,2024,8,August,Q3,Electronics,Mobile Accessories,110803.2,90725.96,20077.24,18.12,169788.96,86703.52,1651.12,1895.77,0,13307.88,6769.36,6.11,19,5614,48,2.54,8.38,4.1
1680,ST_0014,2024,8,August,Q3,Fashion,Accessories,96952.8,46637.34,50315.46,51.9,144019.26,75865.58,2934.54,3196.78,0,16922.82,33392.64,34.44,31,3051,90,2.91,8.9,4.6
1681,ST_0015,2023,1,January,Q1,Groceries,Tea & Coffee,296699.95,257552.45,39147.5,13.19,858036.2,168261.1,9742.6,10366.46,0,46379.58,-7232.08,-2.44,211,1406,946,4.49,8.33,4.1
1682,ST_0015,2023,1,January,Q1,Fresh Produce,Meat & Fish,211928.54,161700.37,50228.17,23.7,557764.0,120186.5,9598.0,3876.83,0,27093.08,23135.08,10.92,146,1450,623,4.27,12.53,4.2
1683,ST_0015,2023,1,January,Q1,Personal Care,Bath & Body,127157.12,93663.47,33493.65,26.34,328388.4,72111.9,5176.8,2699.89,0,17702.38,15791.27,12.42,121,1044,316,2.62,8.84,4.4
1684,ST_0015,2023,1,January,Q1,Home Care,Cleaning Supplies,84771.41,61198.82,23572.6,27.81,217177.6,48074.6,3040.6,2525.03,0,13760.64,9811.96,11.57,76,1107,309,4.07,12.43,4.2
1685,ST_0015,2023,1,January,Q1,Electronics,Home Appliances,67817.13,57345.59,10471.54,15.44,212526.4,38459.68,2692.24,2095.67,0,11012.15,-540.6,-0.8,12,5620,47,3.98,12.61,4.5
1686,ST_0015,2023,1,January,Q1,Fashion,Clothing,59339.99,35903.89,23436.1,39.49,136335.64,33652.22,2628.78,1612.74,0,7783.12,15652.99,26.38,10,5396,40,4.04,8.16,4.6
1687,ST_0015,2023,2,February,Q1,Groceries,Dal & Pulses,551440.63,468754.23,82686.39,14.99,771134.0,168261.1,8228.5,8634.92,0,89484.76,-6798.37,-1.23,492,1120,1363,2.77,9.93,3.8
1688,ST_0015,2023,2,February,Q1,Fresh Produce,Fruits,393886.16,286934.11,106952.05,27.15,663746.0,120186.5,5763.5,7354.0,0,67650.87,39301.18,9.98,348,1130,1201,3.45,11.72,4.1
1689,ST_0015,2023,2,February,Q1,Personal Care,Bath & Body,236331.7,174430.45,61901.24,26.19,331170.0,72111.9,3513.75,6104.7,0,36887.36,25013.89,10.58,158,1489,706,4.47,10.7,4.6
1690,ST_0015,2023,2,February,Q1,Home Care,Cleaning Supplies,157554.46,114360.78,43193.69,27.42,249766.4,48074.6,4495.1,2672.14,0,28309.1,14884.58,9.45,135,1161,420,3.12,9.63,4.4
1691,ST_0015,2023,2,February,Q1,Electronics,Mobile Accessories,126043.57,104427.69,21615.88,17.15,188236.8,38459.68,3034.56,2324.05,0,17624.59,3991.29,3.17,30,4141,86,2.87,10.36,4.4
1692,ST_0015,2023,2,February,Q1,Fashion,Clothing,110288.13,54097.93,56190.2,50.95,168409.92,33652.22,1662.36,3328.75,0,17238.62,38951.58,35.32,38,2869,134,3.54,9.3,4.3
1693,ST_0015,2023,3,March,Q1,Groceries,Oil & Ghee,449344.65,388470.33,60874.32,13.55,816886.0,168261.1,10064.95,8996.77,0,60020.82,853.5,0.19,468,959,1781,3.81,8.11,4.1
1694,ST_0015,2023,3,March,Q1,Fresh Produce,Fruits,320960.46,244761.25,76199.21,23.74,647140.0,120186.5,5860.25,8834.16,0,41211.49,34987.72,10.9,361,888,1147,3.18,9.25,4.8
1695,ST_0015,2023,3,March,Q1,Personal Care,Oral Care,192576.28,136202.63,56373.65,29.27,341817.6,72111.9,3004.35,3363.45,0,23338.46,33035.19,17.15,154,1246,619,4.02,12.22,4.3
1696,ST_0015,2023,3,March,Q1,Home Care,Paper Products,128384.19,103246.91,25137.28,19.58,233426.4,48074.6,4834.1,3759.74,0,16469.21,8668.06,6.75,66,1930,263,4.0,13.09,4.8
1697,ST_0015,2023,3,March,Q1,Electronics,Home Appliances,102707.35,81627.12,21080.23,20.52,154474.56,38459.68,2436.08,2124.07,0,16373.36,4706.87,4.58,39,2603,173,4.46,11.08,4.4
1698,ST_0015,2023,3,March,Q1,Fashion,Footwear,89868.93,47135.58,42733.35,47.55,176661.24,33652.22,1832.04,2895.58,0,13936.1,28797.26,32.04,17,4995,46,2.76,13.83,4.5
1699,ST_0015,2023,4,April,Q2,Groceries,Spices,392967.42,337385.09,55582.33,14.14,668138.8,168261.1,9495.85,9792.01,0,66320.0,-10737.67,-2.73,641,613,2724,4.25,11.37,4.0
1700,ST_0015,2023,4,April,Q2,Fresh Produce,Vegetables,280691.01,198826.83,81864.18,29.17,649705.0,120186.5,9109.5,7918.98,0,43440.27,38423.91,13.69,457,614,1665,3.64,13.61,4.7
1701,ST_0015,2023,4,April,Q2,Personal Care,Bath & Body,168414.61,123063.23,45351.38,26.93,329904.6,72111.9,6547.35,4129.82,0,24099.58,21251.8,12.62,91,1841,340,3.74,8.28,4.5
1702,ST_0015,2023,4,April,Q2,Home Care,Paper Products,112276.41,82624.04,29652.37,26.41,261987.2,48074.6,3010.4,1724.81,0,14091.89,15560.48,13.86,94,1191,379,4.03,13.06,4.6
1703,ST_0015,2023,4,April,Q2,Electronics,Kitchen Appliances,89821.12,74539.93,15281.2,17.01,179992.32,38459.68,3185.12,2309.97,0,11371.22,3909.98,4.35,19,4526,55,2.9,8.92,4.4
1704,ST_0015,2023,4,April,Q2,Fashion,Footwear,78593.48,46232.4,32361.08,41.18,156056.88,33652.22,2972.48,1504.13,0,14106.73,18254.35,23.23,15,4924,55,3.69,14.08,4.5
1705,ST_0015,2023,5,May,Q2,Groceries,Rice & Grains,484001.75,429230.69,54771.06,11.32,789488.0,168261.1,13270.25,15824.35,0,73331.11,-18560.05,-3.83,329,1470,829,2.52,14.48,4.6
1706,ST_0015,2023,5,May,Q2,Fresh Produce,Meat & Fish,345715.54,264672.18,81043.35,23.44,604390.0,120186.5,7108.75,5774.04,0,49326.93,31716.43,9.17,284,1217,1061,3.74,10.87,4.7
1707,ST_0015,2023,5,May,Q2,Personal Care,Skin Care,207429.32,127583.54,79845.78,38.49,336516.6,72111.9,6535.05,4039.68,0,29422.5,50423.29,24.31,115,1795,312,2.72,11.36,3.9
1708,ST_0015,2023,5,May,Q2,Home Care,Paper Products,138286.21,107204.68,31081.54,22.48,202281.6,48074.6,4385.0,2580.51,0,17251.7,13829.83,10.0,102,1346,394,3.87,10.92,4.1
1709,ST_0015,2023,5,May,Q2,Electronics,Home Appliances,110628.97,90964.15,19664.82,17.78,206428.16,38459.68,2844.16,3829.7,0,14467.04,5197.78,4.7,22,4920,74,3.41,10.78,4.4
1710,ST_0015,2023,5,May,Q2,Fashion,Clothing,96800.35,55178.57,41621.78,43.0,157477.32,33652.22,3398.99,1665.47,0,16043.75,25578.04,26.42,30,3127,122,4.09,14.74,4.1
1711,ST_0015,2023,6,June,Q2,Groceries,Spices,220490.23,187562.76,32927.48,14.93,760440.8,168261.1,10208.45,7568.01,0,35561.9,-2634.42,-1.19,241,913,794,3.3,8.4,4.5
1712,ST_0015,2023,6,June,Q2,Fresh Produce,Vegetables,157493.02,121714.25,35778.77,22.72,603782.0,120186.5,7223.0,4767.01,0,21373.19,14405.58,9.15,114,1374,475,4.17,13.65,4.3
1713,ST_0015,2023,6,June,Q2,Personal Care,Skin Care,94495.81,57440.27,37055.54,39.21,287758.8,72111.9,5599.65,3303.48,0,16976.83,20078.71,21.25,61,1540,269,4.42,14.01,4.0
1714,ST_0015,2023,6,June,Q2,Home Care,Paper Products,62997.21,47921.56,15075.65,23.93,203034.0,48074.6,3924.0,1176.35,0,8196.49,6879.16,10.92,51,1223,150,2.94,8.77,4.6
1715,ST_0015,2023,6,June,Q2,Electronics,Mobile Accessories,50397.77,40857.3,9540.46,18.93,196128.64,38459.68,2271.84,1135.9,0,7216.4,2324.06,4.61,9,5424,39,4.39,9.42,4.4
1716,ST_0015,2023,6,June,Q2,Fashion,Accessories,44098.05,24472.02,19626.03,44.51,168596.12,33652.22,3485.37,1378.23,0,7698.97,11927.06,27.05,15,2874,44,2.94,14.32,4.4
1717,ST_0015,2023,7,July,Q3,Groceries,Tea & Coffee,234191.39,204543.96,29647.43,12.66,690615.8,168261.1,11699.1,4194.79,0,38430.69,-8783.26,-3.75,213,1099,922,4.33,8.55,4.1
1718,ST_0015,2023,7,July,Q3,Fresh Produce,Dairy Products,167279.56,119910.61,47368.96,28.32,603402.0,120186.5,9215.75,2776.81,0,23303.77,24065.19,14.39,176,946,650,3.7,14.9,4.7
1719,ST_0015,2023,7,July,Q3,Personal Care,Hair Care,100367.74,65939.47,34428.27,34.3,315358.2,72111.9,4734.45,2533.77,0,17402.76,17025.51,16.96,60,1661,231,3.86,13.14,4.1
1720,ST_0015,2023,7,July,Q3,Home Care,Detergents,66911.83,50983.14,15928.68,23.81,237910.4,48074.6,4367.7,1133.41,0,11207.34,4721.34,7.06,72,919,212,2.96,14.47,4.6
1721,ST_0015,2023,7,July,Q3,Electronics,Kitchen Appliances,53529.46,45957.17,7572.29,14.15,182545.92,38459.68,3081.44,836.87,0,6577.86,994.43,1.86,13,3903,45,3.51,11.2,4.1
1722,ST_0015,2023,7,July,Q3,Fashion,Accessories,46838.28,29591.02,17247.26,36.82,136564.4,33652.22,1467.41,1185.95,0,6458.6,10788.66,23.03,17,2625,47,2.79,9.9,4.4
1723,ST_0015,2023,8,August,Q3,Groceries,Dal & Pulses,477071.22,413522.33,63548.89,13.32,848220.8,168261.1,10382.4,15195.09,0,81883.04,-18334.15,-3.84,686,695,1831,2.67,14.82,4.3
1724,ST_0015,2023,8,August,Q3,Fresh Produce,Vegetables,340765.16,265402.56,75362.59,22.12,607772.0,120186.5,12231.75,5948.8,0,45368.19,29994.4,8.8,323,1052,1290,4.0,8.14,4.3
1725,ST_0015,2023,8,August,Q3,Personal Care,Bath & Body,204459.09,124364.28,80094.81,39.17,299706.0,72111.9,6628.05,6635.6,0,33679.57,46415.25,22.7,119,1707,465,3.91,14.05,4.6
1726,ST_0015,2023,8,August,Q3,Home Care,Paper Products,136306.06,101966.41,34339.65,25.19,255512.0,48074.6,4512.9,2593.52,0,20735.08,13604.57,9.98,117,1160,447,3.83,8.24,4.0
1727,ST_0015,2023,8,August,Q3,Electronics,Kitchen Appliances,109044.85,95831.13,13213.72,12.12,188644.16,38459.68,3685.12,1833.93,0,16882.41,-3668.68,-3.36,37,2870,160,4.35,8.78,3.9
1728,ST_0015,2023,8,August,Q3,Fashion,Accessories,95414.24,46951.38,48462.86,50.79,152433.96,33652.22,1644.93,3092.74,0,14889.04,33573.82,35.19,36,2637,106,2.95,8.1,4.0
1729,ST_0015,2023,9,September,Q3,Groceries,Dal & Pulses,378803.8,333443.24,45360.56,11.97,866787.6,168261.1,7359.1,6521.67,0,52608.79,-7248.23,-1.91,293,1289,994,3.4,8.57,4.5
1730,ST_0015,2023,9,September,Q3,Fresh Produce,Vegetables,270574.14,203622.69,66951.45,24.74,536408.0,120186.5,9285.0,6184.45,0,39156.83,27794.62,10.27,211,1279,768,3.64,14.84,4.5
1731,ST_0015,2023,9,September,Q3,Personal Care,Bath & Body,162344.48,121272.79,41071.7,25.3,341669.4,72111.9,3800.25,4399.46,0,24342.99,16728.71,10.3,101,1595,278,2.76,9.78,4.1
1732,ST_0015,2023,9,September,Q3,Home Care,Detergents,108229.66,88290.21,19939.45,18.42,205944.8,48074.6,3134.9,2199.99,0,16786.38,3153.07,2.91,76,1417,327,4.31,11.84,4.3
1733,ST_0015,2023,9,September,Q3,Electronics,Home Appliances,86583.72,75807.95,10775.77,12.45,202810.56,38459.68,2287.68,3016.49,0,12037.77,-1262.0,-1.46,33,2592,140,4.25,8.37,3.8
1734,ST_0015,2023,9,September,Q3,Fashion,Footwear,75760.76,40277.95,35482.81,46.84,144927.44,33652.22,2940.77,2619.72,0,13187.98,22294.83,29.43,29,2550,85,2.95,10.08,3.9
1735,ST_0015,2023,10,October,Q4,Groceries,Tea & Coffee,544727.68,479808.98,64918.7,11.92,826063.0,168261.1,14645.05,11582.35,0,68862.43,-3943.73,-0.72,435,1251,1162,2.67,8.33,4.0
1736,ST_0015,2023,10,October,Q4,Fresh Produce,Fruits,389091.2,292196.53,96894.67,24.9,565250.0,120186.5,8893.25,9389.27,0,67590.46,29304.21,7.53,440,884,1961,4.46,11.46,4.7
1737,ST_0015,2023,10,October,Q4,Personal Care,Skin Care,233454.72,169899.67,63555.05,27.22,337782.0,72111.9,4568.1,7114.07,0,34925.52,28629.52,12.26,240,971,912,3.8,11.17,4.0
1738,ST_0015,2023,10,October,Q4,Home Care,Detergents,155636.48,127005.8,28630.68,18.4,219564.0,48074.6,2210.1,5354.06,0,21345.48,7285.2,4.68,104,1489,300,2.89,9.78,3.9
1739,ST_0015,2023,10,October,Q4,Electronics,Kitchen Appliances,124509.18,106529.01,17980.17,14.44,198913.28,38459.68,3390.24,2399.88,0,16692.46,1287.71,1.03,24,5098,70,2.93,10.06,4.8
1740,ST_0015,2023,10,October,Q4,Fashion,Footwear,108945.54,68061.49,40884.04,37.53,177278.36,33652.22,3223.43,2348.16,0,18785.64,22098.41,20.28,28,3816,113,4.07,9.57,4.5
1741,ST_0015,2023,11,November,Q4,Groceries,Tea & Coffee,690532.64,625922.58,64610.06,9.36,881284.6,168261.1,9741.55,22247.75,0,112769.91,-48159.85,-6.97,594,1162,1495,2.52,9.38,4.0
1742,ST_0015,2023,11,November,Q4,Fresh Produce,Vegetables,493237.6,358633.08,134604.53,27.29,544540.0,120186.5,9131.0,14128.79,0,75031.57,59572.96,12.08,341,1444,1059,3.11,13.88,4.4
1743,ST_0015,2023,11,November,Q4,Personal Care,Bath & Body,295942.56,182133.81,113808.75,38.46,315061.8,72111.9,4742.4,8342.33,0,43054.22,70754.53,23.91,300,984,1019,3.4,14.5,4.5
1744,ST_0015,2023,11,November,Q4,Home Care,Cleaning Supplies,197295.04,145851.19,51443.85,26.07,230796.8,48074.6,3602.8,4779.98,0,33116.32,18327.53,9.29,109,1810,411,3.78,10.16,4.0
1745,ST_0015,2023,11,November,Q4,Electronics,Kitchen Appliances,157836.03,138788.46,19047.58,12.07,210574.72,38459.68,1718.24,5264.59,0,18975.08,72.49,0.05,62,2515,261,4.22,12.13,4.2
1746,ST_0015,2023,11,November,Q4,Fashion,Accessories,138106.53,68580.95,69525.57,50.34,140618.24,33652.22,3022.53,2372.16,0,16614.27,52911.3,38.31,26,5231,75,2.9,8.99,4.2
1747,ST_0015,2023,12,December,Q4,Groceries,Rice & Grains,487182.24,441092.85,46089.39,9.46,861999.6,168261.1,15569.05,12482.73,0,74486.43,-28397.04,-5.83,361,1348,1267,3.51,9.83,4.0
1748,ST_0015,2023,12,December,Q4,Fresh Produce,Meat & Fish,347987.31,253527.41,94459.91,27.14,590083.0,120186.5,8930.5,5715.86,0,61058.0,33401.9,9.6,279,1247,919,3.3,9.19,3.8
1749,ST_0015,2023,12,December,Q4,Personal Care,Oral Care,208792.39,133682.59,75109.8,35.97,294712.8,72111.9,3244.5,6580.62,0,36667.86,38441.94,18.41,229,910,601,2.63,11.03,4.5
1750,ST_0015,2023,12,December,Q4,Home Care,Cleaning Supplies,139194.92,106473.15,32721.78,23.51,264730.8,48074.6,3485.8,4527.79,0,20766.62,11955.16,8.59,104,1336,296,2.85,10.21,4.6
1751,ST_0015,2023,12,December,Q4,Electronics,Home Appliances,111355.94,90301.09,21054.85,18.91,192134.08,38459.68,3638.64,2893.65,0,13949.51,7105.35,6.38,30,3662,125,4.18,14.44,4.3
1752,ST_0015,2023,12,December,Q4,Fashion,Accessories,97436.45,57293.64,40142.81,41.2,148800.4,33652.22,3420.34,2018.56,0,13763.6,26379.21,27.07,17,5679,64,3.77,12.11,4.1
1753,ST_0015,2024,1,January,Q1,Groceries,Oil & Ghee,571616.13,502006.98,69609.15,12.18,810076.4,168261.1,9279.9,13966.19,0,90174.81,-20565.65,-3.6,520,1099,1508,2.9,8.96,4.2
1754,ST_0015,2024,1,January,Q1,Fresh Produce,Fruits,408297.24,323883.88,84413.36,20.67,663955.0,120186.5,12239.75,9078.27,0,72679.82,11733.54,2.87,355,1149,1448,4.08,8.04,4.5
1755,ST_0015,2024,1,January,Q1,Personal Care,Hair Care,244978.34,162093.55,82884.79,33.83,393037.8,72111.9,3979.05,5883.49,0,30695.02,52189.77,21.3,232,1052,802,3.46,13.99,4.3
1756,ST_0015,2024,1,January,Q1,Home Care,Detergents,163318.9,132845.08,30473.82,18.66,227551.6,48074.6,3474.4,4982.62,0,20333.95,10139.86,6.21,136,1196,418,3.08,12.91,4.0
1757,ST_0015,2024,1,January,Q1,Electronics,Home Appliances,130655.12,105332.21,25322.9,19.38,210161.28,38459.68,2415.36,2382.47,0,21961.4,3361.51,2.57,21,5973,58,2.77,8.46,4.5
1758,ST_0015,2024,1,January,Q1,Fashion,Accessories,114323.23,55531.66,58791.57,51.43,165866.96,33652.22,3349.22,3436.65,0,17248.57,41543.0,36.34,39,2863,117,3.0,14.54,4.1
1759,ST_0015,2024,2,February,Q1,Groceries,Dal & Pulses,559252.67,503220.03,56032.65,10.02,750785.0,168261.1,14342.3,13498.16,0,78251.45,-22218.81,-3.97,442,1265,1534,3.47,8.95,4.3
1760,ST_0015,2024,2,February,Q1,Fresh Produce,Vegetables,399466.19,317997.12,81469.07,20.39,532608.0,120186.5,5161.5,12316.97,0,53259.31,28209.76,7.06,424,941,1385,3.27,12.49,4.3
1761,ST_0015,2024,2,February,Q1,Personal Care,Hair Care,239679.72,150818.83,88860.88,37.07,359499.0,72111.9,7249.65,3972.84,0,35919.15,52941.74,22.09,128,1869,485,3.8,11.96,4.3
1762,ST_0015,2024,2,February,Q1,Home Care,Paper Products,159786.48,115414.81,44371.67,27.77,258179.6,48074.6,3920.6,2539.46,0,24830.99,19540.69,12.23,87,1835,306,3.52,12.45,3.9
1763,ST_0015,2024,2,February,Q1,Electronics,Home Appliances,127829.18,107127.48,20701.71,16.19,195320.0,38459.68,3635.2,3050.01,0,19067.83,1633.88,1.28,28,4526,72,2.58,14.67,4.7
1764,ST_0015,2024,2,February,Q1,Fashion,Clothing,111850.53,59621.59,52228.94,46.7,141144.92,33652.22,2293.13,3390.89,0,16415.59,35813.35,32.02,40,2766,103,2.59,8.45,4.5
1765,ST_0015,2024,3,March,Q1,Groceries,Dal & Pulses,600784.02,515622.43,85161.59,14.18,702585.8,168261.1,15643.95,17539.03,0,72547.53,12614.06,2.1,409,1466,1517,3.71,8.91,4.3
1766,ST_0015,2024,3,March,Q1,Fresh Produce,Vegetables,429131.45,301330.2,127801.25,29.78,559094.0,120186.5,5689.25,9582.88,0,54868.96,72932.29,17.0,383,1119,1188,3.1,13.5,4.0
1767,ST_0015,2024,3,March,Q1,Personal Care,Bath & Body,257478.87,167017.78,90461.09,35.13,375288.0,72111.9,7329.6,3916.49,0,35115.58,55345.51,21.5,168,1531,709,4.22,11.6,4.1
1768,ST_0015,2024,3,March,Q1,Home Care,Cleaning Supplies,171652.58,133662.17,37990.41,22.13,244826.4,48074.6,3129.2,5753.91,0,23780.02,14210.38,8.28,123,1387,502,4.09,14.04,4.1
1769,ST_0015,2024,3,March,Q1,Electronics,Mobile Accessories,137322.06,116438.35,20883.72,15.21,165029.44,38459.68,1942.8,2088.32,0,18995.24,1888.48,1.38,47,2911,203,4.34,12.6,4.4
1770,ST_0015,2024,3,March,Q1,Fashion,Footwear,120156.8,76726.23,43430.58,36.14,160791.68,33652.22,3161.13,2813.11,0,17878.12,25552.46,21.27,28,4166,79,2.84,12.9,4.3
1771,ST_0015,2024,4,April,Q2,Groceries,Tea & Coffee,399306.69,362717.93,36588.76,9.16,869474.2,168261.1,17496.15,11170.71,0,70667.74,-34078.97,-8.53,605,659,1736,2.87,14.18,4.6
1772,ST_0015,2024,4,April,Q2,Fresh Produce,Meat & Fish,285219.07,209995.43,75223.64,26.37,552406.0,120186.5,6378.5,5577.76,0,36514.04,38709.6,13.57,301,947,1313,4.36,8.39,3.9
1773,ST_0015,2024,4,April,Q2,Personal Care,Skin Care,171131.44,104497.8,66633.64,38.94,329437.2,72111.9,3667.5,4971.9,0,23065.24,43568.4,25.46,173,986,739,4.27,14.62,4.2
1774,ST_0015,2024,4,April,Q2,Home Care,Detergents,114087.63,83562.26,30525.37,26.76,200776.8,48074.6,3404.3,2190.15,0,16296.52,14228.85,12.47,105,1084,445,4.24,12.39,4.2
1775,ST_0015,2024,4,April,Q2,Electronics,Kitchen Appliances,91270.1,79206.31,12063.79,13.22,209632.32,38459.68,3549.44,2747.67,0,11584.2,479.59,0.53,25,3565,80,3.22,9.9,4.3
1776,ST_0015,2024,4,April,Q2,Fashion,Accessories,79861.34,43273.49,36587.84,45.81,174884.36,33652.22,1927.59,2393.01,0,13994.32,22593.52,28.29,28,2771,80,2.86,10.94,3.9
1777,ST_0015,2024,5,May,Q2,Groceries,Dal & Pulses,480126.37,435232.34,44894.04,9.35,751051.0,168261.1,11286.8,7764.67,0,72841.97,-27947.94,-5.82,331,1447,1300,3.93,10.71,4.2
1778,ST_0015,2024,5,May,Q2,Fresh Produce,Meat & Fish,342947.41,259677.82,83269.59,24.28,664145.0,120186.5,9404.25,7428.68,0,61579.76,21689.83,6.32,236,1451,1047,4.44,9.05,3.8
1779,ST_0015,2024,5,May,Q2,Personal Care,Bath & Body,205768.44,141251.13,64517.31,31.35,388933.8,72111.9,6025.8,3702.7,0,28058.94,36458.38,17.72,145,1418,381,2.63,8.62,4.6
1780,ST_0015,2024,5,May,Q2,Home Care,Cleaning Supplies,137178.96,106884.32,30294.65,22.08,260528.0,48074.6,4260.3,4008.64,0,23696.39,6598.26,4.81,120,1141,427,3.56,14.07,4.1
1781,ST_0015,2024,5,May,Q2,Electronics,Kitchen Appliances,109743.17,90857.1,18886.07,17.21,175213.44,38459.68,3182.0,2629.91,0,16357.46,2528.61,2.3,21,5138,56,2.69,14.9,3.9
1782,ST_0015,2024,5,May,Q2,Fashion,Accessories,96025.27,57814.55,38210.72,39.79,182938.84,33652.22,1772.54,2475.34,0,12795.33,25415.39,26.47,37,2550,129,3.5,9.95,3.9
1783,ST_0015,2024,6,June,Q2,Groceries,Rice & Grains,383190.93,351900.11,31290.82,8.17,791509.6,168261.1,16845.15,11674.6,0,67692.73,-36401.92,-9.5,293,1307,927,3.17,12.05,4.4
1784,ST_0015,2024,6,June,Q2,Fresh Produce,Dairy Products,273707.8,205886.43,67821.37,24.78,550202.0,120186.5,5563.25,6385.58,0,48236.56,19584.81,7.16,256,1069,1090,4.26,12.6,4.6
1785,ST_0015,2024,6,June,Q2,Personal Care,Bath & Body,164224.68,118964.35,45260.34,27.56,387964.8,72111.9,5671.35,3933.98,0,26967.0,18293.33,11.14,188,873,794,4.23,12.94,4.5
1786,ST_0015,2024,6,June,Q2,Home Care,Cleaning Supplies,109483.12,79568.03,29915.09,27.32,226350.8,48074.6,4221.3,2907.25,0,18217.65,11697.44,10.68,125,870,408,3.27,12.97,4.0
1787,ST_0015,2024,6,June,Q2,Electronics,Kitchen Appliances,87586.5,70174.69,17411.81,19.88,176192.32,38459.68,3858.72,1353.64,0,11688.07,5723.74,6.53,18,4839,68,3.81,10.99,4.2
1788,ST_0015,2024,6,June,Q2,Fashion,Accessories,76638.19,45199.6,31438.59,41.02,173485.2,33652.22,2041.48,2162.58,0,12651.85,18786.74,24.51,18,4052,64,3.56,10.55,4.5
1789,ST_0015,2024,7,July,Q3,Groceries,Rice & Grains,455203.91,398001.0,57202.91,12.57,785444.8,168261.1,16109.45,14827.49,0,56461.85,741.06,0.16,636,715,1988,3.13,9.75,4.3
1790,ST_0015,2024,7,July,Q3,Fresh Produce,Dairy Products,325145.65,258467.01,66678.64,20.51,497002.0,120186.5,8968.75,7197.76,0,42469.15,24209.49,7.45,500,650,1864,3.73,9.25,3.9
1791,ST_0015,2024,7,July,Q3,Personal Care,Oral Care,195087.39,117329.97,77757.42,39.86,377818.8,72111.9,4244.85,5994.5,0,23446.68,54310.74,27.84,144,1349,639,4.44,8.12,3.9
1792,ST_0015,2024,7,July,Q3,Home Care,Paper Products,130058.26,99549.15,30509.11,23.46,264411.6,48074.6,2211.1,4494.26,0,16372.87,14136.25,10.87,67,1931,172,2.58,14.49,4.1
1793,ST_0015,2024,7,July,Q3,Electronics,Kitchen Appliances,104046.61,81295.51,22751.09,21.87,154298.24,38459.68,2474.64,2515.53,0,14210.01,8541.08,8.21,17,5818,71,4.21,14.17,4.4
1794,ST_0015,2024,7,July,Q3,Fashion,Accessories,91040.78,44916.36,46124.42,50.66,167787.48,33652.22,1472.94,2839.98,0,12693.56,33430.86,36.72,23,3799,71,3.13,12.05,4.6
1795,ST_0015,2024,8,August,Q3,Groceries,Dal & Pulses,384791.04,353096.32,31694.72,8.24,907725.0,168261.1,13384.7,12477.34,0,65493.35,-33798.63,-8.78,443,868,1792,4.05,14.31,4.2
1796,ST_0015,2024,8,August,Q3,Fresh Produce,Dairy Products,274850.74,208460.72,66390.02,24.15,589285.0,120186.5,9705.5,5722.37,0,44188.53,22201.49,8.08,218,1260,768,3.53,11.4,4.1
1797,ST_0015,2024,8,August,Q3,Personal Care,Oral Care,164910.45,105217.23,59693.22,36.2,330235.2,72111.9,6536.25,4714.44,0,22344.11,37349.11,22.65,104,1574,430,4.14,13.77,4.6
1798,ST_0015,2024,8,August,Q3,Home Care,Cleaning Supplies,109940.3,87639.76,22300.54,20.28,229132.4,48074.6,2504.0,3012.52,0,18413.12,3887.42,3.54,83,1309,217,2.62,10.84,4.5
1799,ST_0015,2024,8,August,Q3,Electronics,Home Appliances,87952.24,68870.29,19081.94,21.7,187099.84,38459.68,2060.8,2177.36,0,14925.49,4156.45,4.73,19,4493,82,4.35,9.47,4.0
